Utterance,Intent
I can't log in to my account with <email> because I didn't receive email confirmation.,account_information
I can't log in to my account because I didn't get email confirmation.,account_information
I have not received an e-mail confirmation and cannot log into my account with <email>,account_information
I have received no confirmation by e-mail and cannot log in to my account with <email>,account_information
I couldn't log in to my account with <email> because I didn't get email confirmation.,account_information
I can't log in to my account with <email> because I didn't get email confirmation.,account_information
I can't log in to my account with <email> because I didn't get an email confirmation.,account_information
i did not get any email confirmation and cannot log in to my account with <email>,account_information
Can you check whether I have registered the correct email address <email>?,account_information
You can check if I registered the correct email address.,account_information
"If I registered the correct email address, can you check it?",account_information
Can you check if I have registered the correct email address <email>,account_information
Do you know if I registered the correct email address?,account_information
Are you able to check if I registered the correct email address?,account_information
Can you check to see if I registered the correct email address?,account_information
Can you check if I registered the correct email address <email>,account_information
"I'm out of my account, can you help me?",account_information
Can you help me with my account?,account_information
Can you help me get out of my account?,account_information
"I'm locked out of my account, can you help me?",account_information
"I'm locked out of my account, can you help?",account_information
Can you help me get back into my account?,account_information
"I'm out of my mind, can you help me?",account_information
"I am locked out of my account, can you help?",account_information
"I forgot my password, can you help?",account_information
Can you help me with my login information?,account_information
Can you help me with my password?,account_information
"I forgot my password, can you help me?",account_information
Can you help me remember my login information?,account_information
"I forgot my login information, can you help?",account_information
"I forgot my login information, can you help?",account_information
What is my password for?,account_information
What is my password?,account_information
What's my password for?,account_information
What's my password?,account_information
I don't know what my password is.,account_information
What is my password?,account_information
Can you change my password?,account_information
Can you reset my password?,account_information
Are you able to reset my password?,account_information
Can you put my password back?,account_information
Do you have the ability to reset my password?,account_information
Is there a way to reset my password?,account_information
Is it possible to reset my password?,account_information
Can you reset my password?,account_information
I want to purchase tickets for <keyword> <time>.,book_tour
I would like to buy tickets for <keyword> <time>.,book_tour
I want to buy tickets for <keyword> <time>.,book_tour
I want to purchase tickets for <keyword> <time>.,book_tour
I want to buy tickets for <keyword> <time> for <number_of_people>.,book_tour
I want to buy tickets to <keyword> <time> for <number_of_people>.,book_tour
I want to buy tickets for <keyword> <time>.,book_tour
I wanna buy tickets for <keyword> <time> for <number_of_people>.,book_tour
I want tickets for <keyword>.,book_tour
I would like to get tickets for <keyword>.,book_tour
I want to go to <keyword>.,book_tour
I want tickets to <keyword>.,book_tour
I need tickets for <keyword>.,book_tour
I would like to purchase tickets for <keyword>.,book_tour
I would like to purchase tickets for <keyword>.,book_tour
I want tickets for <keyword>.,book_tour
Please book a tour for C029 at E064.,book_tour
Please book a <keyword> tour for <number_of_people> at <time>,book_tour
"Please, book a tour for C029 at E064.",book_tour
There is a tour at <time>.,book_tour
There is a tour for C029 at <time>.,book_tour
There is a tour for C029 at E064.,book_tour
Please book a <keyword> tour for <number_of_people> at the <time>,book_tour
"Please, book a <keyword> tour for <number_of_people> at <time>",book_tour
I need <keyword> cards for <date>,book_tour
I need tickets for <date>.,book_tour
I need <keyword> tickets.,book_tour
I need <keyword> tickets for <date>,book_tour
I need tickets for D05.,book_tour
I need <keyword> tickets.,book_tour
I need tickets for that event.,book_tour
I need <keyword> tickets for <date>,book_tour
Is there a next time slot for <keyword>?,book_tour
Is there a next time slot for <keyword>?,book_tour
When is the next time slot available?,book_tour
When is the next time craneau available for <keyword>?,book_tour
When is the next available time slot for <keyword>?,book_tour
When is the next time slot for <keyword>?,book_tour
When will there be a time slot for <keyword>?,book_tour
When is next available time slot for <keyword>?,book_tour
I would like a tour on <keyword>.,book_tour
I would like a tour on <keyword>.,book_tour
I want to go on a tour.,book_tour
I want a tour on <keyword>,book_tour
I would like to take a tour on <keyword>.,book_tour
I would like to take a tour on <keyword>.,book_tour
I want a visit to <keyword>,book_tour
I want a tour on <keyword>,book_tour
The tour was the top rated.,book_tour
The tour for <keyword> was the top rated.,book_tour
The tour is top rated.,book_tour
The tour was top rated.,book_tour
<keyword> tour is the top rated tour.,book_tour
Best rated visit for <keyword>,book_tour
Top rated tour for <keyword>,book_tour
Top rated tour for <keyword>,book_tour
The recommended tour for <keyword> is the top one.,book_tour
Top recommended tour for <keyword>,book_tour
There is a top recommended tour for <keyword>.,book_tour
The best tour for <keyword>.,book_tour
Recommended visit for <keyword>,book_tour
<keyword> is a top recommended tour.,book_tour
<keyword> is a top recommended tour.,book_tour
Top recommended tour for <keyword>,book_tour
I want to know more about <location>.,"describe_location, recommend_poi"
Tell me more about it.,"describe_location, recommend_poi"
Tell me about <location>.,"describe_location, recommend_poi"
Please tell me more about <location>.,"describe_location, recommend_poi"
Tell me more about <location>.,"describe_location, recommend_poi"
Let me know more about <location>.,"describe_location, recommend_poi"
Tell me more about <location>.,"describe_location, recommend_poi"
Tell me about the funny facts about <location>.,"describe_location, recommend_poi"
Tell me about the funny facts.,"describe_location, recommend_poi"
Tell me some funny facts about <location>.,"describe_location, recommend_poi"
Tell me funny facts about <location>.,"describe_location, recommend_poi"
Tell me about the facts.,"describe_location, recommend_poi"
Tell me the funniest facts about <location>.,"describe_location, recommend_poi"
Tell me some funny facts.,"describe_location, recommend_poi"
Tell me funny facts about <location>.,"describe_location, recommend_poi"
What are some things to consider in this area?,"describe_location, recommend_poi"
What are some things to think about in this area?,"describe_location, recommend_poi"
What should be considered in this area?,"describe_location, recommend_poi"
There are things to think about in this area.,"describe_location, recommend_poi"
What are some things to consider?,"describe_location, recommend_poi"
There are things to consider in this area.,"describe_location, recommend_poi"
What are things to consider in this area?,"describe_location, recommend_poi"
Is this area safe?,"describe_location, recommend_poi"
Is this a safe area?,"describe_location, recommend_poi"
Is this place safe?,"describe_location, recommend_poi"
Is this safe?,"describe_location, recommend_poi"
Is the area safe?,"describe_location, recommend_poi"
Is this area safe?,"describe_location, recommend_poi"
What are the top things to do?,"describe_location, recommend_poi"
What are the things to do?,"describe_location, recommend_poi"
What are the things to do in <location>?,"describe_location, recommend_poi"
What are the best things to do in <location>?,"describe_location, recommend_poi"
What are the top things to do in the area?,"describe_location, recommend_poi"
What are the best things to do?,"describe_location, recommend_poi"
What are the top things to do in <location>?,"describe_location, recommend_poi"
What is the distance between <location> and <location>?,generic_request
What is the distance from <location> to B014?,generic_request
How far away from <location> is it?,generic_request
How far is <location> from <location>?,generic_request
How far from <location> is it?,generic_request
How far away is <location> from each other?,generic_request
How far is <location> away from <location>?,generic_request
What is the fastest way to get to <location>?,generic_request
Which is the fastest way to get to <location>?,generic_request
How fast is it to get to <location>?,generic_request
How fast can you get to <location>?,generic_request
What is the best way to get to <location>?,generic_request
What is the fastest way to get there?,generic_request
What is the fastest way to get to <location>?,generic_request
Is there any toll bridges on the way to <location>?,generic_request
Can you tell me if there are any toll bridges on the way to <location>?,generic_request
Is there a toll bridge on the way to <location>?,generic_request
There are toll bridges on the way to <location>.,generic_request
Are there toll breaks on the way to <location>?,generic_request
Are there any peage bridges on the road to <location>?,generic_request
Do you know if there are any toll bridges on the way to <location>?,generic_request
Are there any toll bridges on the way to <location>?,generic_request
Is it possible to find a parking spot near <location>?,generic_request
Are there parking spaces near <location>?,generic_request
Is there a parking lot near <location>?,generic_request
Is it possible to find parking near <location>?,generic_request
Is there a place to park near <location>?,generic_request
Is there any parking near <location>?,generic_request
Is there parking near <location>?,generic_request
Are you currently here?,needs_assistance
"Hello, are you here?",needs_assistance
Are you present?,needs_assistance
Are you there?,needs_assistance
Are you here?,needs_assistance
Hello? Are you here?,needs_assistance
Why don't you react?,needs_assistance
Why don't you answer?,needs_assistance
Why aren't you responding?,needs_assistance
Why don't you respond?,needs_assistance
Why are you not responding?,needs_assistance
Why haven't you responded?,needs_assistance
Why aren't you answering?,needs_assistance
Why aren't you responding?,needs_assistance
It's hey!,needs_assistance
"Hey, I'm okay!",needs_assistance
It's Hey!,needs_assistance
Hey!,needs_assistance
I'm Hey!,needs_assistance
Hey!,needs_assistance
I need assistance.,needs_assistance
I need some assistance.,needs_assistance
I need someone to help me.,needs_assistance
I need some help.,needs_assistance
I need help.,needs_assistance
I need some assistance,needs_assistance
I would like to speak to someone.,needs_assistance
I'd like to talk to someone.,needs_assistance
I want to talk to someone.,needs_assistance
I liked talking to a person.,needs_assistance
I would like to speak with someone.,needs_assistance
I would like to talk to someone.,needs_assistance
I would like to talk to a person.,needs_assistance
What are the coordinates?,needs_assistance
The contact info is what it is.,needs_assistance
The contact info is important.,needs_assistance
What is the name of the person?,needs_assistance
What is the contact information?,needs_assistance
What is the phone number?,needs_assistance
What is the contact info?,needs_assistance
What can I do?,recommend_activity
Is there anything I can do in <location> <time>?,recommend_activity
What can I do to improve my life?,recommend_activity
What can I do in <location> <time>?,recommend_activity
What can I do to improve the situation?,recommend_activity
What can I do to improve my situation?,recommend_activity
What can I do in <location> <time>?,recommend_activity
I don't know what I should do.,recommend_activity
What should I do?,recommend_activity
I don't know what to do <time>.,recommend_activity
What should I do <time>?,recommend_activity
I don't know what to do.,recommend_activity
"<time>, what should I do?",recommend_activity
What should I do <time>?,recommend_activity
Is it a good idea to recommend me something?,recommend_activity
Recommend something to me <time>?,recommend_activity
Is it a good idea to recommend something <time>?,recommend_activity
Recommend me a little <time>?,recommend_activity
Is it a good idea to recommend <time> to me?,recommend_activity
Is it a good idea to tell me something <time>?,recommend_activity
Do you recommend something?,recommend_activity
Recommend me something <time>?,recommend_activity
What are the best <keyword>s in the city?,recommend_activity
What are the top <keyword>s in town?,recommend_activity
What are the best <keyword>s in town?,recommend_activity
What's the best <keyword> in town?,recommend_activity
What is the best <keyword> in town?,recommend_activity
What are the best <keyword> in town?,recommend_activity
What are the best things to do in town?,recommend_activity
What are the best <keyword> in town?,recommend_activity
We are looking for a tour <number_of_people> <location> <time>.,recommend_activity
We are looking for a tour that1-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-6556,recommend_activity
We are looking for a tour.,recommend_activity
We are searching for a tour.,recommend_activity
We are looking for a visit <number_of_people> <location> <time>.,recommend_activity
We are looking for a tour that1-65561-65561-65561-65561-65561-65561-65561-65561-65561-6556 is1-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-6556,recommend_activity
We're looking for a tour.,recommend_activity
We are looking for a tour <number_of_people> <location> <time>.,recommend_activity
I want to book <keyword>.,recommend_activity
I would like to book <keyword>.,recommend_activity
I want to reserve <keyword>,recommend_activity
I want to book <keyword>.,recommend_activity
I'd like to book <keyword>.,recommend_activity
I would like to book <keyword>.,recommend_activity
I liked to book <keyword>,recommend_activity
I want to book <keyword>,recommend_activity
I want to book it.,recommend_activity
I'd like to book <restaurant>.,recommend_activity
I liked book <restaurant>,recommend_activity
I would love to book <restaurant>.,recommend_activity
I want to book <restaurant>.,recommend_activity
I want to reserve <restaurant>,recommend_activity
I would like to book <restaurant>.,recommend_activity
I want to book <restaurant>,recommend_activity
I am looking for a good <keyword> with budget around <budget> for <time>.,recommend_activity
I'm looking for the good <keyword> in <location> with budget around <budget> for <time>.,recommend_activity
I am looking for a good <keyword> with a budget around <budget>.,recommend_activity
I'm looking for the good <keyword> in <location> with a budget around <budget> for <time> .,recommend_activity
I am looking for a good <keyword> with a budget of around <budget>.,recommend_activity
I am looking for a good <keyword> with budget around <budget>.,recommend_activity
I am looking for a good <keyword> with a budget around <budget>.,recommend_activity
I’m looking for the good <keyword> in <location> with budget around <budget> for <time>.,recommend_activity
<keyword> should be done by car.,recommend_activity
recommended <keyword> to do with the car,recommend_activity
<keyword> recommends to do in car,recommend_activity
<keyword> was recommended to do by car.,recommend_activity
<keyword> is recommended to do by car.,recommend_activity
<keyword> was recommended to do by car.,recommend_activity
<keyword> should be done by car.,recommend_activity
recommended <keyword> to do by car,recommend_activity
Fun activities for children,recommend_activity
There are fun activities for kids.,recommend_activity
There are a lot of fun activities for kids.,recommend_activity
There are a lot of fun activities for children.,recommend_activity
There are fun activities for children.,recommend_activity
There are lots of fun activities for kids.,recommend_activity
Fun activities for kids,recommend_activity
"My budget is <budget>, what should I do?",recommend_activity
I'm going to <location> <time>. I like <keyword>. My budget is <budget>. What should I do?,recommend_activity
I have a budget of <budget>.,recommend_activity
I don't know what to do with my budget.,recommend_activity
I have a budget of <budget> and I like <keyword>.,recommend_activity
I have a budget of <budget> and I like <keyword>.,recommend_activity
I'm going to <location> <time>. I like <keyword>. My budget is <budget>. What should I do?,recommend_activity
I would like to see <location>,recommend_activity
I would love to see <location>.,recommend_activity
I liked to see <location>.,recommend_activity
<location> is something I would like to see.,recommend_activity
I would like to see it.,recommend_activity
I want to see <location>.,recommend_activity
I'd like to see <location>.,recommend_activity
I would like to see <location>,recommend_activity
I'm looking for a trip to <location>.,recommend_activity
I'm looking for a trip from B029 to B029.,recommend_activity
I'm looking for a ride from <location> to nearby <location>.,recommend_activity
I'm looking for a trip from <location> to <duration>.,recommend_activity
I'm trying to find a trip from <location> to nearby <location>.,recommend_activity
I'm looking for a <duration> trip from <location> to <location> near,recommend_activity
I'm looking for a trip to <duration> from <location> to proximity <location>,recommend_activity
I'm looking for a <duration> trip from <location> to nearby <location>,recommend_activity
Looking for a trip to get some <keyword>.,recommend_activity
Looking for a trip to get <keyword> from <location>.,recommend_activity
Looking for a trip to <duration> to have some <keyword> from <location>,recommend_activity
I'm looking for a trip to get some <keyword>.,recommend_activity
I'm looking for a trip to have some <keyword>.,recommend_activity
Looking for an <duration> trip to have some <keyword> of <location>,recommend_activity
Looking for a trip to have some <keyword>.,recommend_activity
Looking for a <duration> trip to have some <keyword> from <location>,recommend_activity
Can you show me a nice place in <location>?,recommend_activity
Can you show me a place that is nice?,recommend_activity
I would like to see a nice place in <location>.,recommend_activity
Can you show me a nice place?,recommend_activity
Can you please show me a nice place in <location>?,recommend_activity
I want to know if you can show me a nice place in <location>.,recommend_activity
I want to know if you can show me a nice place.,recommend_activity
Can you please show me a nice place in <location>?,recommend_activity
Hello: I travel with my family in <location> on <date> and was looking for a great <keyword> tour,recommend_activity
I am traveling with my family and looking for a great tour.,recommend_activity
I am traveling with my family in <location> on <date> and was looking for a great tour.,recommend_activity
I am traveling with my family in <location> on <date> and I was looking for a great tour.,recommend_activity
Hello: I travel with my family in <location> on <date> and was looking for a great visit <keyword>,recommend_activity
I am traveling with my family in <location> and was looking for a great tour.,recommend_activity
I am traveling with my family and was looking for a great tour.,recommend_activity
Hi: I am traveling with my family in <location> on <date> and was looking for a great <keyword> tour,recommend_activity
What's going on here?,"recommend_activity, recommend_poi"
What is it that makes this place fun?,"recommend_activity, recommend_poi"
What's it like here?,"recommend_activity, recommend_poi"
What is it about this place that makes it fun?,"recommend_activity, recommend_poi"
What is it about this area that makes it fun?,"recommend_activity, recommend_poi"
What is it about here that makes it fun?,"recommend_activity, recommend_poi"
What's fun around here?,"recommend_activity, recommend_poi"
Show me most <adjective> pages on Tourmega,"recommend_activity, recommend_poi"
Show me the most <adjective> sites on tourmega,"recommend_activity, recommend_poi"
Show me the most <adjective> websites.,"recommend_activity, recommend_poi"
Show me where the <adjective> sites are.,"recommend_activity, recommend_poi"
Let me know the most <adjective> sites on tourmega.,"recommend_activity, recommend_poi"
I want to know the most <adjective> sites on tourmega.,"recommend_activity, recommend_poi"
Show me the most <adjective> sites.,"recommend_activity, recommend_poi"
Show me the most <adjective> sites on tourmega,"recommend_activity, recommend_poi"
I would like to go <country>.,"recommend_activity, recommend_poi"
I'd like to go <country>.,"recommend_activity, recommend_poi"
I would like to go <country>.,"recommend_activity, recommend_poi"
I want to go to <country>.,"recommend_activity, recommend_poi"
I would love to go <country>.,"recommend_activity, recommend_poi"
I want to go <country>.,"recommend_activity, recommend_poi"
I want <country>,"recommend_activity, recommend_poi"
I want to go <country>,"recommend_activity, recommend_poi"
There is a top recommended activity.,"recommend_activity, recommend_poi"
Top activity to do.,"recommend_activity, recommend_poi"
Recommended activity,"recommend_activity, recommend_poi"
The top activity is recommended.,"recommend_activity, recommend_poi"
Top activity that should be done.,"recommend_activity, recommend_poi"
It's the top recommended activity.,"recommend_activity, recommend_poi"
Top recommended activity,"recommend_activity, recommend_poi"
Top recommended activity,"recommend_activity, recommend_poi"
Things have to be done in <location>.,"recommend_activity, recommend_poi"
It's necessary to do things in <location>.,"recommend_activity, recommend_poi"
It is necessary to do things in <location>.,"recommend_activity, recommend_poi"
Must do things in <location>,"recommend_activity, recommend_poi"
Things must be done in <location>.,"recommend_activity, recommend_poi"
There are things that must be done in <location>.,"recommend_activity, recommend_poi"
Must do things in <location>,"recommend_activity, recommend_poi"
There are some top locations for kids.,recommend_poi
Best places for children,recommend_poi
There are some top locations for children.,recommend_poi
Top locations for children,recommend_poi
There are top places for kids.,recommend_poi
There are top locations for children.,recommend_poi
There are top locations for kids.,recommend_poi
Top locations for kids,recommend_poi
There are top places to see in the month.,recommend_poi
There are top places to see in <keyword>.,recommend_poi
There are top places to see in <keyword>.,recommend_poi
There are some top places to see in the month.,recommend_poi
Top places to see in <keyword> (month),recommend_poi
Best places to see in <keyword> (month),recommend_poi
There are top places to see in this month.,recommend_poi
Top places to see in <keyword> (month),recommend_poi
Show me most <adjective> pages,recommend_poi
Send me the most <adjective> sites.,recommend_poi
I want to know the most <adjective> sites.,recommend_poi
Tell me the most <adjective> sites.,recommend_poi
Show me most sites <adjective>,recommend_poi
Show me the most <adjective> sites.,recommend_poi
Let me know the most <adjective> sites.,recommend_poi
Show me the most <adjective> sites,recommend_poi
Show me what's hidden.,recommend_poi
Show me gems that I don't know.,recommend_poi
Show me gems that are hidden.,recommend_poi
Show me the gems.,recommend_poi
Show me hidden gems,recommend_poi
Show me the gems that are hidden.,recommend_poi
Show me some precious hidden stones.,recommend_poi
Show me hidden gems,recommend_poi
Show me where the hidden locations are.,recommend_poi
Show me the places that are hidden.,recommend_poi
Show me hidden places,recommend_poi
Let me know where the hidden locations are.,recommend_poi
Show me places that are hidden.,recommend_poi
Show me where the hidden places are.,recommend_poi
Show me the hiding places,recommend_poi
Show me hidden locations,recommend_poi
There are locations with less people.,recommend_poi
There are places with less people.,recommend_poi
The locations have less people.,recommend_poi
There are locations that have less people.,recommend_poi
There are locations with fewer people.,recommend_poi
Plots with fewer people,recommend_poi
Sites with fewer people,recommend_poi
Locations with less people,recommend_poi
Where can I get <keyword> food?,recommend_poi
Where can I find <keyword> food?,recommend_poi
Where can I get <keyword> food?,recommend_poi
Is there a place where I can find <keyword> food?,recommend_poi
Or can I find <keyword> food?,recommend_poi
Where can I buy <keyword> food?,recommend_poi
Where can I find food?,recommend_poi
Where can I find <keyword> food?,recommend_poi
Show me places to eat.,recommend_poi
Show me the best restaurants,recommend_poi
Show me the best places to eat.,recommend_poi
Show me the best restaurants.,recommend_poi
I want to show you the best restaurants.,recommend_poi
Tell me about the best restaurants.,recommend_poi
Show me best restaurants,recommend_poi
I want to know the best restaurants for <keyword> food.,recommend_poi
Show me the best places to eat.,recommend_poi
I want to know the best restaurants for <keyword>.,recommend_poi
Show me the best restaurants for food <keyword>,recommend_poi
I need to know the best restaurants for <keyword> food.,recommend_poi
I want to know the best restaurants for <keyword> food.,recommend_poi
Show me the best restaurants for <keyword> food,recommend_poi
Show me best restaurants for <keyword> food,recommend_poi
<keyword> is the top recommended food.,recommend_poi
<keyword> food is the top recommended food.,recommend_poi
<keyword> food is recommended.,recommend_poi
Top recommended <keyword> foods,recommend_poi
The recommended food is <keyword>.,recommend_poi
<keyword> recommended foods,recommend_poi
<keyword> food is recommended.,recommend_poi
Top recommended <keyword> food,recommend_poi
<keyword> restaurant is recommended.,recommend_poi
<keyword> is a top recommended restaurant.,recommend_poi
Top recommended restaurant <keyword>,recommend_poi
Top recommended <keyword> Restaurant,recommend_poi
There is a top recommended restaurant.,recommend_poi
<keyword> restaurant is a top recommended restaurant.,recommend_poi
<keyword> restaurant is recommended.,recommend_poi
Top recommended <keyword> restaurant,recommend_poi
<keyword> food is the top rated.,recommend_poi
<keyword> food is the top rated.,recommend_poi
<keyword> food is top rated.,recommend_poi
Food <keyword> best rated,recommend_poi
The food is top rated.,recommend_poi
<keyword> food is top rated.,recommend_poi
Top rated <keyword> food,recommend_poi
Top rated <keyword> food,recommend_poi
The top rated restaurant is <keyword>.,recommend_poi
Top rated <keyword> Restaurant,recommend_poi
The restaurant is top rated.,recommend_poi
Restaurant <keyword> the best score,recommend_poi
<keyword> restaurant is a top rated restaurant.,recommend_poi
<keyword> restaurant is top rated.,recommend_poi
A top rated restaurant.,recommend_poi
Top rated <keyword> restaurant,recommend_poi
<keyword> food is what I want.,recommend_poi
I want <keyword> food.,recommend_poi
I would like <keyword> food.,recommend_poi
I would like <keyword> food.,recommend_poi
<keyword> food is what I want.,recommend_poi
I want <keyword> food,recommend_poi
I want <keyword> food.,recommend_poi
I want <keyword> food,recommend_poi
Please make a reservation for me.,reservation_inquiry
"I'd like to make a reservation, please.",reservation_inquiry
I'd like to make a reservation.,reservation_inquiry
I want to make a reservation.,reservation_inquiry
I was happy to make a reservation please,reservation_inquiry
Please let me know if I can make a reservation.,reservation_inquiry
I would like to make a reservation.,reservation_inquiry
I WOULD like to make a reservation please,reservation_inquiry
I don't know how to make a reservation.,reservation_inquiry
How can I reserve?,reservation_inquiry
Is it possible to make a reservation?,reservation_inquiry
How do I make a reservation?,reservation_inquiry
I want to make a reservation.,reservation_inquiry
How can I make a reservation?,reservation_inquiry
How do i make a reservation?,reservation_inquiry
I would like to make a table reservation.,reservation_inquiry
I want to make a table reservation.,reservation_inquiry
I would like to make a reservation for a table.,reservation_inquiry
I liked to make table reservation at <restaurant>,reservation_inquiry
I would like to reserve a table.,reservation_inquiry
I'd like to make a table reservation at <restaurant>,reservation_inquiry
I would like to make a reservation.,reservation_inquiry
I would like to make table reservation at <restaurant>,reservation_inquiry
I have to make a group reservation.,reservation_inquiry
I need to make a group reservation.,reservation_inquiry
I have to make a group reservation at <restaurant>.,reservation_inquiry
I have to make a group reservation to <restaurant>,reservation_inquiry
I need to make a reservation for a group.,reservation_inquiry
I need to make a reservation.,reservation_inquiry
I need a group reservation.,reservation_inquiry
I need to make a group reservation at <restaurant>,reservation_inquiry
"I need the bill copy of a purchase, can you help me?",reservation_inquiry
"I need the invoice for a purchase made by my boss, can you help me?",reservation_inquiry
Can you help me with the bill copy of my purchase from my boss?,reservation_inquiry
"I need a copy of a purchase from my boss, can you help me?",reservation_inquiry
Can you help me with the bill copy of my purchase?,reservation_inquiry
I need a copy of the bill for my boss.,reservation_inquiry
Can you help me get the bill copy of my purchase from my boss?,reservation_inquiry
"I need the bill copy of a purchase made by my boss, can you help me?",reservation_inquiry
I need the bill copy for the reservation.,reservation_inquiry
I need a copy of the reservation bill.,reservation_inquiry
I need a copy of a reservation.,reservation_inquiry
I need a reservation bill.,reservation_inquiry
I need the bill for the reservation.,reservation_inquiry
I need a copy of the bill.,reservation_inquiry
I need a copy of the bill for the reservation.,reservation_inquiry
I need the bill copy of a reservation.,reservation_inquiry
I need a copy of a purchase invoice.,reservation_inquiry
I need a copy of a bill.,reservation_inquiry
I need a copy of the bill.,reservation_inquiry
I need a copy of the purchase invoice.,reservation_inquiry
I need a copy of a purchase ticket.,reservation_inquiry
I need a copy of the purchase bill.,reservation_inquiry
There is a bill of a purchase.,reservation_inquiry
I need the copy of a bill of a purchase.,reservation_inquiry
I didn't get a receipt.,reservation_inquiry
I didn't receive a receipt.,reservation_inquiry
I did not get a receipt.,reservation_inquiry
I did not receive a receipt.,reservation_inquiry
I don't have a receipt.,reservation_inquiry
I didn't receive a receipt,reservation_inquiry
When is my reservation for <keyword>?,reservation_inquiry
When am I supposed to make a reservation for <keyword>?,reservation_inquiry
When will I be able to make a reservation for <keyword>?,reservation_inquiry
When's my reservation for <keyword>?,reservation_inquiry
When am I able to make a reservation for <keyword>?,reservation_inquiry
When will I be able to make a reservation for <keyword>?,reservation_inquiry
When am I supposed to make a reservation for <keyword>?,reservation_inquiry
When is my reservation for <keyword>?,reservation_inquiry
"If we pay, is this a confirmed reservation?",reservation_regulations
Is it a confirmed reservation if we pay?,reservation_regulations
Is this confirmed if we pay?,reservation_regulations
"If we pay, is it a confirmed reservation?",reservation_regulations
Is this a confirmed reservation if we pay?,reservation_regulations
Is this a fixed reservation when we pay?,reservation_regulations
Is this a confirmed reservation if we pay?,reservation_regulations
Why are we being charged for a tour?,reservation_regulations
Why are we being charged to go on a tour?,reservation_regulations
We would like to make a reservation for a tour.,reservation_regulations
we liked to make a reservation at <restaurant>. Why are we commissioned to do a tour?,reservation_regulations
We would like to make a reservation.,reservation_regulations
we would like to make a reservation in <restaurant>. Why are we responsible for making a visit,reservation_regulations
We want to make a reservation at <restaurant>.,reservation_regulations
we would like to make a reservation at <restaurant>. Why are we being charged to take a tour,reservation_regulations
"Hello, if the application for <restaurant> is not fulfilled, will the costs be reimbursed?",reservation_regulations
"Hello, if the request is not met for <restaurant>, will the cost be refunded?",reservation_regulations
Will the cost be forgiven if the request is not fulfilled?,reservation_regulations
Will the cost be returned if the request is not fulfilled?,reservation_regulations
Will the cost be refunded if the request is not fulfilled?,reservation_regulations
Will the cost be paid back if the request is not fulfilled?,reservation_regulations
Will the cost be reimbursed if the request is not fulfilled?,reservation_regulations
"Hi, if the request is not fulfilled for <restaurant>, will the cost be refunded?",reservation_regulations
I wonder if there is a backup for the payment if the reservation is a scam.,reservation_regulations
I wonder if there is a backup for the payment if the reservation was a scam.,reservation_regulations
I wonder if there is a backup for the payment in case the reservation was a scam.,reservation_regulations
"If the reservation was a scam, I would like to know if there was a backup for the payment.",reservation_regulations
I want to know the process a little more cautious and wonder if there is the backup for the payment if the reservation was a scam,reservation_regulations
